recipe_id;title;url;ingredients;SUSTAINABILITY
30907;"Great Grape Pops";http://www.food.com/recipe/great-grape-pops-381162;grapes;HIGH
37957;"Grape Refresher Popsicles Only 2 Ingredients";http://tastykitchen.com/recipes/special-dietary-needs/grape-refresher-popsicles-e28093-only-2-ingredients/;grapes;HIGH
18885;"Watermelon Juice";http://www.foodnetwork.com/recipes/watermelon-juice-recipe.html;watermelon;HIGH
49631;"Watermelon Ice Cubes";http://www.foodnetwork.com/recipes/watermelon-ice-cubes.html;watermelon;HIGH
31309;"Fresh Fruit Sorbet";http://www.epicurious.com/recipes/food/views/fresh-fruit-sorbet-381408;papaya;HIGH
21177;"Compote de Pommes";http://www.epicurious.com/recipes/food/views/compote-de-pommes-374083;grapes,apple;HIGH
22705;"Chicken Chow Mein Noodle Bake Recipe";http://cookeatshare.com/recipes/chicken-chow-mein-noodle-bake-37592;onion,celery;HIGH
33959;"Chicken Corn Chowder Recipe";http://cookeatshare.com/recipes/chicken-corn-chowder-35995;onion,celery;HIGH
9162;"Herb Chicken Casserole Recipe";http://cookeatshare.com/recipes/herb-chicken-casserole-33791;onion,celery;HIGH
44683;"Slow-Roasted Tomato-Basil Tart With St. George Cheddar";http://www.food.com/recipe/slow-roasted-tomato-basil-tart-with-st-george-cheddar-490660;plum;HIGH
29946;"Plum Juice";http://tastykitchen.com/recipes/homemade-ingredients/plum-juice/;plum;HIGH
2287;Mirepoix;http://www.food.com/recipe/mirepoix-119171;onion,celery,carrot;HIGH
47610;"Brattons Clam Chowder Recipe";http://cookeatshare.com/recipes/brattons-clam-chowder-53733;onion,potato,celery;HIGH
13316;"Pickled Peppers Recipe";http://cookeatshare.com/recipes/pickled-peppers-60224;banana;HIGH
49151;"White Mirepoix";http://www.food.com/recipe/white-mirepoix-119176;leeks,parsnips,onion,mushroom,celery;HIGH
4886;"Sweet Potato and Squash Baby Food Recipe";http://www.chowhound.com/recipes/sweet-potato-and-squash-baby-food-18673;"sweet potato,squash";HIGH
26671;"Cucumber and Celery Raw Salad";http://www.food.com/recipe/cucumber-and-celery-raw-salad-244174;cucumber,celery;HIGH
10299;"Quick and Easy Gazpacho";http://tastykitchen.com/recipes/special-dietary-needs/vegetarian/quick-and-easy-gazpacho/;radish,cucumber,cauliflower,celery,carrot;HIGH
42550;"Starburst Mimosa";http://www.food.com/recipe/starburst-mimosa-357442;watermelon,tangerin;HIGH
32663;Peaches;http://www.kraftrecipes.com/recipes/peaches-59059.aspx;peach;HIGH
30418;"Green Tomato Crisp Recipe";http://cookeatshare.com/recipes/green-tomato-crisp-16715;tomato;HIGH
9890;"Homemade Canned Diced Tomatoes";http://tastykitchen.com/recipes/canning/homemade-e2809ccannede2809d-diced-tomatoes/;tomato;HIGH
6701;"Tomato Puree (Basic tomato sauce)";http://cooking.nytimes.com/recipes/6434;tomato;HIGH
2821;"Greek Potato Salad with Dried Tomatoes";https://recipeland.com/recipe/v/greek-potato-salad-dried-tomato-46839;tomato,potato;HIGH
39280;"Roast Tomato Mashed Potatoes";http://www.foodnetwork.com/recipes/roast-tomato-mashed-potatoes-recipe.html;tomato,potato;HIGH
31071;"So Easy with a Pressure Cooker! Boiled Chickpeas";https://cookpad.com/us/recipes/143269-so-easy-with-a-pressure-cooker-boiled-chickpeas;pea;HIGH
48210;"Fresh Spring Pea Puree";http://www.foodnetwork.com/recipes/fresh-spring-pea-puree.html;pea;HIGH
43658;"Smoothies (Quick Picker Up) Recipe";http://cookeatshare.com/recipes/smoothies-quick-picker-up-1867;"orange juice";HIGH
14168;"Cactus Orange Juice Recipe";http://cookeatshare.com/recipes/cactus-orange-juice-96957;"orange juice";HIGH
7749;"Peach Topping For Ice Cream Recipe";http://cookeatshare.com/recipes/peach-topping-for-ice-cream-10140;"orange juice";HIGH
2981;"Amaretto Orange Juice Recipe";http://cookeatshare.com/recipes/amaretto-orange-juice-64472;"orange juice";HIGH
15894;"Assorted Relishes Recipe";http://cookeatshare.com/recipes/assorted-relishes-71242;tomato,radish,cucumber;HIGH
45214;"Orange Carrot Salad";http://www.food.com/recipe/orange-carrot-salad-323599;"orange juice,carrot";HIGH
9712;"Roasted Barley Tea";http://www.epicurious.com/recipes/food/views/roasted-barley-tea-386489;barley;HIGH
18327;"Blood Orange Sunrises";http://www.food.com/recipe/blood-orange-sunrises-444963;"apricot,orange juice";HIGH
37939;"Bean And Pumpkin Soup Recipe";http://cookeatshare.com/recipes/bean-and-pumpkin-soup-50234;onion,pea,celery,pumpkin;HIGH
26174;"Assorted Fresh Fruit Recipe";http://cookeatshare.com/recipes/assorted-fresh-fruit-71231;"grapes,pear,apple,orange juice";HIGH
46776;"Mandarin and Apricot Smoothie";http://www.food.com/recipe/mandarin-and-apricot-smoothie-277046;"grapes,apricot,orange juice";HIGH
48253;"Haricots Verts a la Vapeur";http://www.epicurious.com/recipes/food/views/haricots-verts-a-la-vapeur-11972;"green bean";HIGH
44918;"Green Bean Baby Food Recipe";http://www.chowhound.com/recipes/green-bean-baby-food-18677;"green bean";HIGH
45174;"Fresh Green, Yellow (wax), Italian, French, Long, and Winged beans";http://www.cookstr.com/recipes/fresh-green-yellow-wax-italian-french-long-and-winged-beans;"green bean";HIGH
19894;"Black Bean Soup (Delicious!!) Recipe";http://cookeatshare.com/recipes/black-bean-soup-delicious-55436;"green bean";HIGH
27112;"An Easy Way To Rehydrate Soybeans";https://cookpad.com/us/recipes/172228-an-easy-way-to-rehydrate-soybeans;"green bean";HIGH
37342;"Haricots Verts";http://www.epicurious.com/recipes/food/views/haricots-verts-11844;"green bean";HIGH
36281;"Homemade Soy Milk & Okara";https://cookpad.com/us/recipes/149828-homemade-soy-milk-okara;"green bean";HIGH
30176;"Steamed Green Beans";http://www.foodandwine.com/recipes/steamed-green-beans;"green bean";HIGH
21640;"Tamarind Paste";http://www.epicurious.com/recipes/food/views/tamarind-paste-385996;tamarinds;HIGH
21089;"Green Beans in Onion Sauce";http://www.food.com/recipe/green-beans-in-onion-sauce-126458;"onion,green bean";HIGH
39736;"Steamed Haricots Verts and Potatoes";http://www.epicurious.com/recipes/food/views/steamed-haricots-verts-and-potatoes-14432;"potato,green bean";HIGH
34491;"Assorted Breads Recipe";http://cookeatshare.com/recipes/assorted-breads-71226;"wheat plain flour";HIGH
25649;"Bread Crumbs";http://cooking.nytimes.com/recipes/11750;"wheat plain flour";HIGH
44721;"Soya Roti";http://www.food.com/recipe/soya-roti-174815;"wheat plain flour";HIGH
41565;"Mike's Garlic Commanders Bread";https://cookpad.com/us/recipes/358206-mikes-garlic-commanders-bread;"wheat plain flour";HIGH
41891;"Bread Machine Dog Cookies Recipe";http://cookeatshare.com/recipes/bread-machine-dog-cookies-91471;"wheat plain flour";HIGH
47438;"Whole Wheat Blackberry Ricotta Scones";https://recipeland.com/recipe/v/whole-wheat-blackberry-ricotta--54786;"wheat plain flour";HIGH
19719;"2-Ingredient Pizza Dough";http://www.food.com/recipe/2-ingredient-pizza-dough-491510;"wheat plain flour";HIGH
11822;"Bread Bowls II";http://allrecipes.com/recipe/bread-bowls-ii/;"wheat plain flour";HIGH
9636;"Whole Wheat Pumpkin Gnocchi";http://tastykitchen.com/recipes/main-courses/whole-wheat-pumpkin-gnocchi/;"wheat plain flour,pumpkin";HIGH
4447;"Potato Flatbread (Kartofluflatbrauth)";http://www.food.com/recipe/potato-flatbread-kartofluflatbrauth-171362;"wheat plain flour,potato";HIGH
4845;"Traditional Knedlicky (Czech Potato Dumplings)";http://www.food.com/recipe/traditional-knedlicky-czech-potato-dumplings-292385;"wheat plain flour,potato";HIGH
10847;"Fruit Cup Cake";http://www.food.com/recipe/fruit-cup-cake-200357;"wheat plain flour,pineapple";HIGH
32428;"Low Fat Roast Potatoes";http://www.food.com/recipe/low-fat-roast-potatoes-193037;potato,avocado;HIGH
28612;"Wild Grape Starter";http://allrecipes.com/recipe/wild-grape-starter/;"grapes,wheat plain flour";HIGH
46053;"Steamed Broccoli";http://www.epicurious.com/recipes/food/views/steamed-broccoli-100943;broccoli;HIGH
20007;"Watermelon Facial";http://www.food.com/recipe/watermelon-facial-514056;watermelon,avocado;HIGH
46085;"Avocado and Banana";https://recipeland.com/recipe/v/avocado-banana-3978;banana,avocado;HIGH
50547;"Peg's Strawberry Tarts Recipe";http://cookeatshare.com/recipes/peg-s-strawberry-tarts-10837;strawberry;HIGH
2665;"Strawberry Fruit Dip";http://www.food.com/recipe/strawberry-fruit-dip-400151;strawberry;HIGH
1242;"Sugar Glaze";http://www.delish.com/recipefinder/sugar-glaze-recipe-mslo1012;"cane sugar";HIGH
1720;"Simple Syrup";http://cooking.nytimes.com/recipes/1013660;"cane sugar";HIGH
14833;"Colored Sugar Sprinkles";http://tastykitchen.com/recipes/desserts/colored-sugar-sprinkles/;"cane sugar";HIGH
16693;"Brown Sugar Mixture";http://www.delish.com/recipefinder/brown-sugar-mixture-recipe-mslo0713;"cane sugar";HIGH
13401;"Spun Sugar dessert garnishment";https://cookpad.com/us/recipes/345899-spun-sugar-dessert-garnishment;"cane sugar";HIGH
7548;"Panang beef or beef in red curry peanuts sauce";https://cookpad.com/us/recipes/343866-panang-beef-or-beef-in-red-curry-peanuts-sauce;"cane sugar";HIGH
3904;"Sugar Syrup";http://www.epicurious.com/recipes/food/views/sugar-syrup-386498;"cane sugar";HIGH
4551;"Simple Syrup";http://www.epicurious.com/recipes/food/views/simple-syrup-390651;"cane sugar";HIGH
45234;"Gang keaw wann nue or green curry beef.";https://cookpad.com/us/recipes/356640-gang-keaw-wann-nue-or-green-curry-beef;"cane sugar";HIGH
27616;"Blackberry Viniagrette 7 Recipe";http://cookeatshare.com/recipes/blackberry-viniagrette-7-86784;"cane sugar";HIGH
27779;"Melted Sugar Glue for Candy Houses";http://www.food.com/recipe/melted-sugar-glue-for-candy-houses-442917;"cane sugar";HIGH
33841;"Candied Blossoms Recipe";http://cookeatshare.com/recipes/candied-blossoms-98532;"cane sugar";HIGH
22036;"Pumpkin Puree";http://www.epicurious.com/recipes/food/views/pumpkin-puree-393428;"cane sugar";HIGH
22818;"Sugar Snap Peas";http://www.foodnetwork.com/recipes/sugar-snap-peas-recipe.html;"cane sugar";HIGH
23057;"Basic Simple Syrup";http://www.epicurious.com/recipes/food/views/basic-simple-syrup-358136;"cane sugar";HIGH
23372;"Fresh tomato sauce";https://cookpad.com/us/recipes/356766-fresh-tomato-sauce;"cane sugar";HIGH
23807;"Sugar Brittle";http://www.foodnetwork.com/recipes/giada-de-laurentiis/sugar-brittle-recipe.html;"cane sugar";HIGH
24336;"Magic Bullet Powdered Sugar";http://www.food.com/recipe/magic-bullet-powdered-sugar-298040;"cane sugar";HIGH
35488;"Flocking Cookies With Colored Sugars";http://www.food.com/recipe/flocking-cookies-with-colored-sugars-118610;"cane sugar";HIGH
36815;"Simple Syrup";http://www.epicurious.com/recipes/food/views/simple-syrup-375914;"cane sugar";HIGH
29584;"Simple Syrup";http://cooking.nytimes.com/recipes/1014441;"cane sugar";HIGH
41672;"Strawberry Jam";http://www.food.com/recipe/strawberry-jam-156938;strawberry,pineapple;HIGH
2513;"Fresh Strawberry Jam";http://www.food.com/recipe/fresh-strawberry-jam-477560;"tapioca of cassava,strawberry";HIGH
46298;"Carrot Granita";http://www.food.com/recipe/carrot-granita-178427;"cane sugar,carrot";HIGH
20660;"CARROT GRANITA";http://www.food.com/recipe/carrot-granita-485427;"cane sugar,carrot";HIGH
8819;"Drunken Raspberries";http://www.epicurious.com/recipes/food/views/drunken-raspberries-235170;raspberry;HIGH
21600;"Cider Applesauce";http://www.food.com/recipe/cider-applesauce-294454;"apple,cane sugar";HIGH
42836;"Easy Slow Cooker Apple Butter";http://allrecipes.com/recipe/easy-slow-cooker-apple-butter/;"apple,cane sugar";HIGH
44274;"Homemade Applesauce";http://www.myrecipes.com/recipe/homemade-applesauce;"cane sugar,apple";HIGH
48718;"Strawberry and Grape Salad";http://www.food.com/recipe/strawberry-and-grape-salad-122182;grapes,strawberry;HIGH
5247;"Strawberry-Watermelon Cooler";http://www.kraftrecipes.com/recipes/strawberry-watermelon-cooler-113242.aspx;watermelon,strawberry;HIGH
14758;"Watermelon and Strawberry Breakfast Juice";http://www.food.com/recipe/watermelon-and-strawberry-breakfast-juice-482335;watermelon,strawberry;HIGH
12347;"Make Your Own Bread Flour";http://tastykitchen.com/recipes/homemade-ingredients/make-your-own-bread-flour/;"wheat plain flour,wheat plain flour";HIGH
13729;"Nue pad prik namm man hoy or steak stir fry in oyster sauce.";https://cookpad.com/us/recipes/348936-nue-pad-prik-namm-man-hoy-or-steak-stir-fry-in-oyster-sauce;pepper;HIGH
50334;"Chile Caribe";https://recipeland.com/recipe/v/chile-caribe-38261;pepper;HIGH
38476;"Pyramid Loaf-Packed with the food groups Recipe souplover";http://www.chowhound.com/recipes/pyramid-loaf-packed-food-groups-26928;pepper;HIGH
21625;"Pear Jelly - Pear Preserves";http://online-cookbook.com/goto/cook/rpage/00033C;"pear,cane sugar";HIGH
28106;"Pear Butter (French)";http://www.food.com/recipe/pear-butter-french-432484;"pear,cane sugar";HIGH
48158;"Pear Butter";http://www.food.com/recipe/pear-butter-3239;"pear,cane sugar";HIGH
27669;"Pineapple Fluff - Sugar Free (With Variation)";http://www.food.com/recipe/pineapple-fluff-sugar-free-with-variation-387553;"pineapple,cane sugar";HIGH
32710;"Pineapple Sorbet";http://www.delish.com/cooking/recipe-ideas/recipes/a43311/pineapple-sorbet-recipe/;"pineapple,cane sugar";HIGH
7590;"Crisp Sweet Cole Slaw (Diet) Recipe";http://cookeatshare.com/recipes/crisp-sweet-cole-slaw-diet-50983;cabagge,onion,pepper;HIGH
45300;"Spinach and Strawberry Blend for Juicer";http://www.food.com/recipe/spinach-and-strawberry-blend-for-juicer-418686;strawberry,spinach;HIGH
21778;"Corn Free Powdered / Confectioners' Sugar";http://www.food.com/recipe/corn-free-powdered-confectioners-sugar-261609;"tapioca of cassava,cane sugar";HIGH
10093;"Vickys Corn-Free Icing/Powdered/Confectioners Sugar";https://cookpad.com/us/recipes/368414-vickys-corn-free-icingpowderedconfectioners-sugar;"tapioca of cassava,cane sugar";HIGH
27653;"Lean' N Green";http://www.food.com/recipe/lean-n-green-140538;grapes,cucumber,melon;HIGH
6174;"Holiday Sweet Potatoes and Apples";http://www.food.com/recipe/holiday-sweet-potatoes-and-apples-302192;"sweet potato,cranberry,apple";HIGH
41400;"Cucumber and Apple Salad";http://allrecipes.com/recipe/cucumber-and-apple-salad/;cucumber,raspberry,apple;HIGH
41289;"Maryse's Apricot Jam (Confiture D'Abricots de Maryse)";http://www.foodandwine.com/recipes/aspen-2002-maryses-apricot-jam;"apricot,cane sugar";HIGH
42521;"Homemade Apricot Jam";http://www.food.com/recipe/homemade-apricot-jam-236515;"apricot,cane sugar";HIGH
10955;"Miche's Apricot Jam";http://www.food.com/recipe/miches-apricot-jam-483183;"apricot,cane sugar";HIGH
15812;"Seasonal Apricot Jam";https://cookpad.com/us/recipes/146190-seasonal-apricot-jam;"cane sugar,apricot";HIGH
343;"Apricot Preserve";http://www.epicurious.com/recipes/food/views/apricot-preserve-373638;"apricot,cane sugar";HIGH
27529;"Khubani Ka Meetha (Apricot Delight)";http://www.food.com/recipe/khubani-ka-meetha-apricot-delight-308660;"apricot,cane sugar";HIGH
23300;"Apricot Puree";http://www.epicurious.com/recipes/food/views/apricot-puree-2624;"apricot,cane sugar";HIGH
31903;"Frozen Grapes";http://www.food.com/recipe/frozen-grapes-348790;"grapes,cane sugar";HIGH
34162;"Black Grape Jelly Recipe";http://cookeatshare.com/recipes/black-grape-jelly-85910;"grapes,cane sugar";HIGH
42122;"Frosted Grapes";http://tastykitchen.com/recipes/desserts/frosted-grapes/;"grapes,cane sugar";HIGH
50400;""Spa"ctacular Frozen Grapes";http://allrecipes.com/recipe/spactacular-frozen-grapes/;"grapes,cane sugar";HIGH
50457;"Grape Jelly";http://www.food.com/recipe/grape-jelly-145603;"grapes,cane sugar";HIGH
44397;"Grape Jam in a Pressure Cooker";https://cookpad.com/us/recipes/142881-grape-jam-in-a-pressure-cooker;"grapes,cane sugar";HIGH
15337;"Easy Concord Grape Juice";http://www.food.com/recipe/easy-concord-grape-juice-41039;"grapes,cane sugar";HIGH
16303;"Grape Juice Concentrate";http://www.food.com/recipe/grape-juice-concentrate-171556;"grapes,cane sugar";HIGH
5305;"Watermelon Sorbet";http://www.delish.com/cooking/recipe-ideas/recipes/a43310/watermelon-sorbet-recipe/;"watermelon,cane sugar";HIGH
26507;"Watermelon Granita";http://www.foodrepublic.com/recipes/watermelon-granita-recipe/;"watermelon,cane sugar";HIGH
36228;"Watermelon Ice";http://www.food.com/recipe/watermelon-ice-67893;"watermelon,cane sugar";HIGH
40293;"Homemade Watermelon Drink";http://tastykitchen.com/recipes/drinks/homemade-watermelon-drink/;"watermelon,cane sugar";HIGH
50408;"Strawberry-Watermelon Cooler";http://www.kraftrecipes.com/recipes/strawberry-watermelon-cooler-186273.aspx;"watermelon,cane sugar";HIGH
17740;"Applecot Sauce (Apples & Apricots)";http://www.food.com/recipe/applecot-sauce-apples-apricots-319877;"apricot,apple,cane sugar";HIGH
41416;"Grape Butter";http://www.food.com/recipe/grape-butter-130145;"grapes,apple,cane sugar";HIGH
48303;"Brussels Sprouts";http://cooking.nytimes.com/recipes/5357;"brussel sprout,cane sugar";HIGH
50533;"Pineapple-Apricot Jam";http://www.foodgeeks.com/recipes/545;"apricot,pineapple,cane sugar";HIGH
41850;"Plum Jam";http://www.epicurious.com/recipes/food/views/plum-jam-389327;"plum,cane sugar";HIGH
45009;"Stone Fruit Preserves";http://www.vegetariantimes.com/recipe/stone-fruit-preserves/;"plum,cane sugar";HIGH
45158;"Two to One Plum Jam";http://www.food.com/recipe/two-to-one-plum-jam-317289;"plum,cane sugar";HIGH
17741;"Sand Plum Jelly Recipe";http://cookeatshare.com/recipes/sand-plum-jelly-16713;"plum,cane sugar";HIGH
19562;"Plum Jam";http://www.food.com/recipe/plum-jam-518399;"plum,cane sugar";HIGH
14098;"15-Minute Glace Plums in 1 Bowl";https://cookpad.com/us/recipes/149997-15-minute-glace-plums-in-1-bowl;"plum,cane sugar";HIGH
8655;"Refreshing and Jelly-Like Ume Plum Jam";https://cookpad.com/us/recipes/143281-refreshing-and-jelly-like-ume-plum-jam;"plum,cane sugar";HIGH
24991;"Plum Jam";http://www.food.com/recipe/plum-jam-124466;"plum,cane sugar";HIGH
26598;"Ben And Jerry's Plum Ice Cream Recipe";http://cookeatshare.com/recipes/ben-and-jerry-s-plum-ice-cream-83429;"plum,cane sugar";HIGH
32472;"Plum Jam";http://tastykitchen.com/recipes/canning/plum-jam-3/;"plum,cane sugar";HIGH
47112;"Tangerine Marmalade";http://online-cookbook.com/goto/cook/rpage/000DE4;"cane sugar,tangerin";HIGH
9001;"Fresh Tangerine Sorbet";http://www.epicurious.com/recipes/food/views/fresh-tangerine-sorbet-14121;"cane sugar,tangerin";HIGH
16255;"Tangerine Jam";http://www.epicurious.com/recipes/food/views/tangerine-jam-373635;"cane sugar,tangerin";HIGH
4794;"Papaya Pineapple Marmalade";http://www.food.com/recipe/papaya-pineapple-marmalade-458207;"papaya,pineapple,cane sugar";HIGH
34768;"Roasted Squash, Parsnips & Carrots";http://www.food.com/recipe/roasted-squash-parsnips-carrots-105048;"parsnips,squash,cane sugar,carrot";HIGH
29086;"Old Fashioned Plum Butter";http://www.food.com/recipe/old-fashioned-plum-butter-328277;"plum,apple,cane sugar";HIGH
12633;"Ground Oatmeal Flour";https://recipeland.com/recipe/v/ground-oatmeal-flour-52007;oat;HIGH
43292;"Summer Spinach Salad";http://www.kraftrecipes.com/recipes/summer-spinach-salad-87025.aspx;cucumber,raspberry,onion,spinach;HIGH
45668;"Homemade Peach Ice Cream Recipe";http://cookeatshare.com/recipes/homemade-peach-ice-cream-8059;"peach,cane sugar";HIGH
41735;"Old-Fashioned Peach Preserves";http://www.food.com/recipe/old-fashioned-peach-preserves-252476;"peach,cane sugar";HIGH
42756;"Peach Preserves";http://www.food.com/recipe/peach-preserves-94548;"peach,cane sugar";HIGH
33577;"Peach Leathers";http://tastykitchen.com/recipes/desserts/peach-leathers/;"peach,cane sugar";HIGH
21383;"Peach Sorbet";http://www.delish.com/cooking/recipe-ideas/recipes/a43313/peach-sorbet-recipe/;"peach,cane sugar";HIGH
39898;"Peach Marmalade";http://tastykitchen.com/recipes/canning/peach-marmalade/;"peach,cane sugar";HIGH
11057;"Old-Fashioned Peach Butter";http://www.food.com/recipe/old-fashioned-peach-butter-79228;"peach,cane sugar";HIGH
3104;"Duraznos en Almibar";http://www.epicurious.com/recipes/food/views/duraznos-en-almibar-384184;"peach,cane sugar";HIGH
18172;"Peach Jam";http://www.foodnetwork.com/recipes/peach-jam-recipe.html;"peach,cane sugar";HIGH
14068;"Super Easy Fruit Salad";http://www.food.com/recipe/super-easy-fruit-salad-333029;grapes,banana,strawberry,peach,pineapple;HIGH
14391;"Snake Bite";http://www.foodnetwork.com/recipes/michael-chiarello/snake-bite-recipe.html;beer,apple;HIGH
25397;"Snake Bite";http://www.food.com/recipe/snake-bite-429897;beer,apple;HIGH
26655;"Strawberry Orange Juice Smoothie";http://www.food.com/recipe/strawberry-orange-juice-smoothie-456692;"strawberry,orange juice";HIGH
5508;"Apricot-Peach Honey";http://www.food.com/recipe/apricot-peach-honey-112453;"apricot,peach,pineapple,cane sugar";HIGH
5848;"tomato confit Recipe thaibeef";http://www.chowhound.com/recipes/tomato-confit-27116;"tomato,cane sugar";HIGH
11073;"Green Tomato Jelly Recipe";http://cookeatshare.com/recipes/green-tomato-jelly-16755;"tomato,cane sugar";HIGH
25952;"Libbie's Canned Sweet Tomatoes";http://www.food.com/recipe/libbies-canned-sweet-tomatoes-111390;"tomato,cane sugar";HIGH
23999;"Frozen Sugar Tomato";http://www.food.com/recipe/frozen-sugar-tomato-320635;"tomato,cane sugar";HIGH
35925;"Green Tomato Jelly Recipe";http://cookeatshare.com/recipes/green-tomato-jelly-16746;"tomato,cane sugar";HIGH
11164;"Strawberry Sorbet - really easy and healthy";https://cookpad.com/us/recipes/341830-strawberry-sorbet-really-easy-and-healthy;"banana,strawberry,orange juice";HIGH
25472;"South Pacific Squeeze";http://www.food.com/recipe/south-pacific-squeeze-420094;"banana,strawberry,pineapple,mineral water,orange juice";HIGH
22950;"Tropical Orange Cake Glaze";https://cookpad.com/us/recipes/343363-tropical-orange-cake-glaze;"orange juice,cane sugar";HIGH
28367;"Blood Orange Syrup Recipe";http://cookeatshare.com/recipes/blood-orange-syrup-87152;"orange juice,cane sugar";HIGH
41793;"Orange Glaze I";http://allrecipes.com/recipe/orange-glaze-i/;"orange juice,cane sugar";HIGH
42136;"Orange Icing";http://www.food.com/recipe/orange-icing-292610;"orange juice,cane sugar";HIGH
44953;"Blood Orange Syrup";http://www.epicurious.com/recipes/food/views/blood-orange-syrup-102898;"orange juice,cane sugar";HIGH
46326;"Simple Orange Glaze";http://allrecipes.com/recipe/simple-orange-glaze/;"orange juice,cane sugar";HIGH
8738;"Orange or Lemon Sugar";http://www.food.com/recipe/orange-or-lemon-sugar-100993;"orange juice,cane sugar";HIGH
8953;"Sugared Orange Slices";http://www.epicurious.com/recipes/food/views/sugared-orange-slices-373032;"orange juice,cane sugar";HIGH
7193;"Orange Glaze";http://www.food.com/recipe/orange-glaze-28239;"orange juice,cane sugar";HIGH
14365;"Chobani Blood Orange Fro-yo";http://tastykitchen.com/recipes/desserts/chobani-blood-orange-fro-yo/;"orange juice,cane sugar";HIGH
15783;"Orange Candy Frosting";http://www.food.com/recipe/orange-candy-frosting-18091;"orange juice,cane sugar";HIGH
7634;"Muddled Cherry Syrup";http://www.epicurious.com/recipes/food/views/muddled-cherry-syrup-365654;"cherry,cane sugar";HIGH
432;"Brandied Cherries (For Chocolate Cherry Trifle) Recipe TrishUntrapped";http://www.chowhound.com/recipes/brandied-cherries-chocolate-cherry-trifle-27894;"cherry,cane sugar";HIGH
21380;"Sour Cherries in Syrup";http://www.epicurious.com/recipes/food/views/sour-cherries-in-syrup-379981;"cherry,cane sugar";HIGH
